Id;Namn;Ägare;Nät;Latitud;Longitud;Höjd (m);Från;Till;Aktiv;Mobil;Vattendrag;Vattendragsnr;Area (km²)
92030;Åmål;SMHI;SMHIs stationsnät;59,0542;12,6969;60;1961-01-01;1979-11-01;Nej;Nej;undefined;NaN;NaN
125310;Ånge;SMHI;SMHIs stationsnät;62,5219;15,6311;160;1945-01-01;1957-04-01;Nej;Nej;undefined;NaN;NaN
151600;Ånäset;SMHI;SMHIs stationsnät;64,2659;21,0457;15;1961-01-01;1964-01-01;Nej;Nej;undefined;NaN;NaN
133230;Åre;SMHI;SMHIs stationsnät;63,4000;13,1000;440;1961-01-01;1971-02-01;Nej;Nej;undefined;NaN;NaN
133260;Åreskutan Aut;SMHI;SMHIs stationsnät;63,4304;13,0746;1 280;1982-01-01;1998-01-22;Nej;Nej;undefined;NaN;NaN
92380;Årjäng;SMHI;SMHIs stationsnät;59,3833;12,1666;130;1969-07-01;1971-12-01;Nej;Nej;undefined;NaN;NaN
75100;Åseda;SMHI;SMHIs stationsnät;57,1462;15,3987;230;1969-08-01;2000-01-01;Nej;Nej;undefined;NaN;NaN
147100;Åsele;SMHI;SMHIs stationsnät;64,1598;17,3494;318,481;1951-01-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
147090;Åsele A;SMHI;SMHIs stationsnät;64,1650;17,3153;307,712;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
73680;Åstafors;SMHI;SMHIs stationsnät;57,4666;13,2139;155;1945-01-01;1952-04-01;Nej;Nej;undefined;NaN;NaN
94050;Åtorp;SMHI;SMHIs stationsnät;59,0963;14,3652;98,5;1961-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
85130;Åtvidaberg;SMHI;SMHIs stationsnät;58,2000;15,9833;100;1961-01-01;1975-04-01;Nej;Nej;undefined;NaN;NaN
82650;Ödebyn;SMHI;SMHIs stationsnät;58,7833;12,1833;150;1954-05-01;1964-04-01;Nej;Nej;undefined;NaN;NaN
84140;Ödeshög D;SMHI;SMHIs stationsnät;58,2546;14,6530;120,381;2017-09-01;2017-10-01;Nej;Nej;undefined;NaN;NaN
82660;Ödskölt;SMHI;SMHIs stationsnät;58,8458;12,1472;175;1949-01-01;1954-04-28;Nej;Nej;undefined;NaN;NaN
85220;Öjebro;SMHI;SMHIs stationsnät;58,3833;15,2000;85;1924-07-01;1977-10-01;Nej;Nej;undefined;NaN;NaN
161800;Öjebyn;SMHI;SMHIs stationsnät;65,3566;21,3890;5;1949-01-01;1967-03-01;Nej;Nej;undefined;NaN;NaN
87520;Ökna;SMHI;SMHIs stationsnät;59,0833;16,3167;35;1957-11-01;1962-04-01;Nej;Nej;undefined;NaN;NaN
77220;Ölands norra udde;SMHI;SMHIs stationsnät;57,3665;17,0976;2,039;1851-08-01;2023-10-01;Nej;Nej;undefined;NaN;NaN
77210;Ölands norra udde A;SMHI;SMHIs stationsnät;57,3671;17,0954;2,762;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
66040;Ölands södra grund Aut;SMHI;SMHIs stationsnät;56,0700;16,6800;1;1961-01-01;1993-10-01;Nej;Nej;undefined;NaN;NaN
66120;Ölands södra udde;SMHI;SMHIs stationsnät;56,1957;16,4010;3;1937-04-01;1995-11-01;Nej;Nej;undefined;NaN;NaN
66110;Ölands södra udde A;SMHI;SMHIs stationsnät;56,1977;16,4005;1,53;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
66630;Ölvingstorp;SMHI;SMHIs stationsnät;56,6166;16,1166;15;1945-01-01;1967-07-01;Nej;Nej;undefined;NaN;NaN
84260;Örberga;SMHI;SMHIs stationsnät;58,4274;14,8260;105;1990-11-01;1993-04-01;Nej;Nej;undefined;NaN;NaN
72290;Örby;SMHI;SMHIs stationsnät;57,4833;12,7000;90;1961-01-01;1977-10-01;Nej;Nej;undefined;NaN;NaN
95160;Örebro;SMHI;SMHIs stationsnät;59,2782;15,1574;35;1858-12-01;2005-07-01;Nej;Nej;undefined;NaN;NaN
95170;Örebro Aut;SMHI;SMHIs stationsnät;59,2671;15,2686;23;1990-11-01;1996-08-16;Nej;Nej;undefined;NaN;NaN
95130;Örebro Flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;59,2289;15,0455;53;1988-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
108640;Öregrund;SMHI;SMHIs stationsnät;60,3333;18,4333;7;1949-07-01;1967-09-01;Nej;Nej;undefined;NaN;NaN
52510;Örja Aut;SMHI;SMHIs stationsnät;55,8798;12,8705;11;1986-07-01;1993-01-01;Nej;Nej;undefined;NaN;NaN
24;Örnsköldsvik;Icke namngiven ägare;Övriga stationer;63,2900;18,7100;15;2013-01-01;2013-02-01;Nej;Nej;undefined;NaN;NaN
138240;Örnsköldsviks Flygplats;Örnsköldsvik Airport AB;SMHIs stationsnät;63,4119;18,9797;107;1962-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
108320;Örskär A;SMHI;SMHIs stationsnät;60,5256;18,3729;6,539;1937-04-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
53470;Örtofta;SMHI;SMHIs stationsnät;55,7833;13,2500;20;1945-01-01;1975-01-01;Nej;Nej;undefined;NaN;NaN
78280;Östergarnsholm A;SMHI;SMHIs stationsnät;57,4408;18,9839;8,127;1955-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
134100;Östersund;SMHI;SMHIs stationsnät;63,1736;14,6786;345;1860-09-01;1980-07-01;Nej;Nej;undefined;NaN;NaN
134110;Östersund-Frösön Flygplats;Swedavia;SMHIs stationsnät;63,1981;14,4869;375,8;1944-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
102190;Östmark-Lämbacken;SMHI;SMHIs stationsnät;60,3060;12,6977;160;1955-09-01;2013-11-01;Nej;Nej;undefined;NaN;NaN
102200;Östmark-Rännberg;SMHI;SMHIs stationsnät;60,3328;12,6775;198;1980-07-01;1988-08-01;Nej;Nej;undefined;NaN;NaN
102210;Östmark-Röjdåsen;SMHI;SMHIs stationsnät;60,3548;12,6491;308;1988-08-01;2000-06-01;Nej;Nej;undefined;NaN;NaN
102170;Östmark-Åsarna;SMHI;SMHIs stationsnät;60,2787;12,8534;133,264;2013-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
94680;Östra Hulvik;SMHI;SMHIs stationsnät;59,1497;14,7970;75;1931-02-01;1943-01-01;Nej;Nej;undefined;NaN;NaN
53690;Övedskloster;SMHI;SMHIs stationsnät;55,6833;13,6306;25;1922-09-01;1940-05-01;Nej;Nej;undefined;NaN;NaN
172790;Överkalix-Svartbyn;SMHI;SMHIs stationsnät;66,2646;22,8365;46;1962-07-02;1995-12-01;Nej;Nej;undefined;NaN;NaN
172770;Överkalix-Svartbyn A;SMHI;SMHIs stationsnät;66,2618;22,8427;61,024;1995-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
173810;Övertorneå;SMHI;SMHIs stationsnät;66,3860;23,6155;59,508;1922-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
133470;Överäng;SMHI;SMHIs stationsnät;63,7788;13,0734;450;1966-12-01;2006-03-01;Nej;Nej;undefined;NaN;NaN
86700;Övre Gränsö;SMHI;SMHIs stationsnät;58,3500;16,8333;5;1945-01-01;1962-05-01;Nej;Nej;undefined;NaN;NaN
